x1,x2,labels
-4.281094871559947,1.43097117184129,-1
0.5587666412387033,-3.4614424971913804,-1
0.45407788952131334,-3.2966803407570833,-1
0.251991645185881,-0.5439931132320375,1
1.947167137590366,0.18529359965584558,-1
1.1194013433217513,0.5533496450995914,-1
-5.963699998386147,3.372521571436028,-1
-3.6275043983471926,0.09213920937849274,-1
3.078146340394646,-1.7229819297372373,-1
1.02634947524235,2.689743103409418,-1
-5.232277480806723,1.4216669372243285,-1
-3.7026869580116486,-2.016853172797018,-1
1.3353325835301808,2.843298723361417,-1
-2.4839279775926375,-1.1544450198397644,-1
-4.3547266339283555,-3.9929634258674627,-1
5.075770205907245,-1.5223254714802872,-1
4.022253563839522,3.911101742752292,1
2.084775767752351,-0.4305072585005245,-1
-5.135046549759895,-2.7634223773884914,-1
-5.718855109280735,0.10669822931144068,-1
4.93276877010091,-0.8274127379982898,-1
3.8037679142378718,3.1251972274247874,1
1.8657265143571475,2.648027123495428,-1
-2.201901954699094,1.0702334399519806,-1
2.214422390998852,-3.6715636596544368,-1
-2.492351910813759,-0.7935190150905527,-1
2.258889561907189,-3.332374086375192,-1
4.00683821799419,2.4466331998439266,1
-0.6756958628668128,2.6887227257426227,-1
2.0868883040401762,1.0739989363757516,1
-3.1664650074088083,-0.7727157997915777,-1
-3.643900548503098,-1.3889915754188387,-1
5.557989929898584,3.9318402096242178,-1
-0.6667080886623458,-2.355985749319297,-1
3.1465747597983587,-1.8031219588586884,-1
3.2138747387665134,3.419653916832935,1
-5.732683638939962,-2.3357516936623046,-1
-2.0843704863638006,0.38336753422200065,-1
-3.849037645749448,3.7494830847280483,1
-3.5397445301201818,0.007087667625205185,-1
5.614245480259543,-3.9740984674528335,-1
-3.0415899617952693,-2.734082601862201,-1
5.009209260798162,-3.297782492286415,-1
-0.05410419611818895,3.1421755403862903,-1
-2.3962711010043374,-0.10407932262190922,-1
-4.34537869980994,0.9736557937007992,-1
-4.503238419597391,3.0980921699509105,-1
-0.9044460192124433,3.8153458612035624,-1
2.254654459990766,3.2136186773937245,1
5.810737996034971,-0.604834468326878,-1
-1.0897944205662178,3.9136557988796525,1
-5.602317106825594,-3.680149630884289,-1
4.577443888504892,-0.08978788073604171,-1
4.725313544432275,-0.9857671138389748,-1
-2.9637416739695,-0.9498467796070909,-1
1.5194430215970485,2.8271947653822718,-1
-5.323509983964052,0.7158444682908627,-1
-2.443172170327307,3.4217193632061376,1
-3.6879248801247826,-1.7744163289645023,-1
3.5630067749877306,3.4986684831902535,1
-5.895207897185368,-2.2063327230150183,-1
-0.04254027525149873,-3.7606881187144916,-1
-4.734363147056529,-2.2968348574498743,-1
-0.8769901050278239,-3.972210195312524,-1
-0.971210450069524,-1.727421065130354,-1
5.639936572913339,1.8758183589242954,-1
3.443518476155983,-1.398660155734074,-1
-0.33656998545188266,2.311782076324679,-1
4.213691704357537,-3.463756530750455,-1
-0.7681172011688577,0.11205391516253194,1
3.2135431002171853,-2.5622399952163244,-1
3.7637522352604673,-2.92231600041426,-1
0.12830332702464364,1.8359972757956662,1
0.20955809133461223,2.873479312105931,-1
-1.1632292032165044,-0.29394472356174095,1
-5.144046724577472,1.9084973120919955,-1
-0.5536775058160961,1.1159350869620983,1
1.825943172766051,-0.5060309570268036,-1
-2.0617657255261377,3.0542854760081566,1
-3.7971218514373484,-0.8070220049302783,-1
-1.7282830013880348,-1.8414154395795013,-1
1.8262866475150172,-2.0795609836599347,-1
-4.9659156725235185,0.4545160247189912,-1
-5.346916794730049,-3.9185509826731666,-1
5.473069398673756,1.7040714375932016,-1
-2.845214398964823,0.8049992931184784,-1
-4.4023292084608965,1.2823859013007066,-1
-3.85770057257943,-0.023181741335224437,-1
-0.5788311192187106,0.8809419367744491,1
-5.0428783269433755,0.3908656663230765,-1
-0.02900674330906927,-0.5208743987910136,1
-4.238090933985813,1.9353963907968925,-1
-5.031957892260637,-3.311219450048589,-1
3.4622503243103946,-1.1776195345878255,-1
-3.428667260693257,-2.641455212000259,-1
-1.4363559429568387,1.6864668886155023,1
-4.439939453926195,2.900329088073396,-1
-0.36804267227350884,-3.5430459977939135,-1
-5.783032609635301,1.0043001615134353,-1
0.7328353267589023,1.8126890230572723,1
3.3185428198565283,1.5340798627447594,1
-3.104100623566642,-1.2627923250026853,-1
-0.11911657190396596,-2.5744344811436486,-1
3.022320061010282,-3.1591936571051074,-1
1.6839327322017539,1.3528861714871718,-1
5.735106868222385,1.5782556282376987,-1
-3.1564176761665212,-1.6715079718706143,-1
0.18371180391224584,-2.5723666159609255,-1
0.35770275568388676,2.650354481468545,-1
-0.7778679812423723,-1.2033539487627465,-1
0.19906941250330412,0.6642123060643428,1
4.9654074525122756,2.8268801397316246,1
-2.900355380930906,0.14920177722380767,-1
-5.988676969544809,-0.8294532330188069,-1
-0.7101454229837447,0.2651155464066486,1
-1.0373572164799594,2.263030214765684,-1
-2.645315395581352,2.0945617705692223,-1
-4.550560639506494,2.0506121072310677,-1
1.2338028326377728,-1.5052004269423547,-1
-4.240685056607798,-1.9355813501804011,-1
1.3180445493568556,2.70088724760374,-1
0.5497916618551351,3.4963296359408123,-1
5.956112645189883,-1.4594556329576145,-1
-3.1765265764953443,1.1584328001474704,-1
0.7533065525393994,1.332200318847791,1
-2.0072638992117993,-2.9306683887136886,-1
-0.7490121415301534,2.4641504350505548,-1
4.718052489729899,3.691458574111623,1
-5.514223327001153,-1.8458494966999428,-1
2.4803806432876296,-0.11586420823927135,-1
-4.475518936387066,2.125942796350377,-1
2.85647099851942,-2.571199304637089,-1
3.915690982372169,1.2849646794955696,1
3.1956941026815375,3.8214127100473823,1
-5.325305438279321,-2.7816041295502867,-1
